tweets,languages_spacy,languages_langdetect
"Retrouvez au #devoxxFR le talk : ""10 choses que j'aurais aimé savoir avant d'utiliser #Spark en production !"" Avec… https://t.co/wMBoKhei3x",fr,fr
RT @takimafr: #takitombola qui va gagner la @DEVIALET @DevoxxFR ????? https://t.co/Vp69jOSmz6,unknown,ca
🔴 Breaking News : un artiste de talent est à l'oeuvre stand P02 @AXAJobs_fr à #DevoxxFR. Prenez la pose et repartez… https://t.co/DxH1oTHWB2,unknown,fr
RT @olduv: Sur le stand @takimafr du @DevoxxFR il y a toujours un Alex à fond ! https://t.co/wi5U2DdxCY,unknown,fr
"Vous êtes à #DevoxxFR ? Venez échanger avec notre équipe reconnaissable à ses polos violets.
@DanaruDev… https://t.co/yc8Kh4MOTX",fr,fr
#murexperience #DevoxxFR https://t.co/hghdCKEBLM,en,ro
I think @miguelvaldes should try the escape room 😏 who wants to teamup? #DevoxxFR @bonitasoft https://t.co/PmM6RP1eTq,en,en
RT @_DaDa_P: Full room for Postgresql is the new NoSQL ! @DevoxxFR @ekino_France https://t.co/TbHr28tZVi,en,en
"RT @s_leclercq: Blue pill = boring slow LTS
Red pill = hardcore alpha rockstar ninja warrior features (but migrate every 6 months)
@mreinho…",en,en
"@estelandry @DevoxxFR @hsablonniere T'as fait le tour de France des confs et meetups, t'es rodée miss 😊💪",unknown,fr
"Retrouvez nous au Stand P01 du Devoxx ! 
@PubSapientFR @XebiaFr @DevoxxFR https://t.co/QcpxXQBsi6",unknown,de
Demo by @jponge using #rxjava with @vertx_project at @DevoxxFR https://t.co/tZOmBJgGjp,en,en
"@BenjaminGakic, enfin une définition compréhensible de l'observabilité ! @DevoxxFR https://t.co/72IwKA2WTQ",fr,fr
If you're at #DevoxxFR and curious about how we do Data Engineering at Criteo scale there is 2 really nice folks… https://t.co/gUgTJt9awg,en,en
RT @deniswsrosa: Super busy here at #DevoxxFR #Couchbase https://t.co/U3LqIXLrLP,en,en
"#java LTS or regular release, your pick ! @mreinhold #DevoxxFR https://t.co/CgRf2Tmaqb",en,en
"""On peut monitorer une fois 1000 métriques. On peut monitorer 1000 fois une métriques. Mais on peut pas monitorer 1… https://t.co/ya0QU1579W",fr,fr
"Arrêtons de déléguer la secu des images aux devs, utilisons les build packs https://t.co/g6X12PaPwj #DevoxxFR… https://t.co/32i9PZOIwO",en,fr
"Blue pill = boring slow LTS
Red pill = hardcore alpha rockstar ninja warrior features (but migrate every 6 months)… https://t.co/fEEKjwKKSl",en,en
We are happy to welcome @mreinhold at #devoxxfr. Tomorrow he will do also a Q/A session. Don’t be shy https://t.co/wo4F8NaLbT,en,en
@AXAJobs_fr j'ai eux une excellente conversation avec un de votre architecte sur le DDD. 💪  #axa #DevoxxFR https://t.co/Oxi2TOScQS,fr,fr
#AXA #DevoxxFR @AXAJobs_fr https://t.co/cKFtl20ykL,en,en
#DevoxxFR On commence sur de la sécurité avec kubernetes et les conteneurs docker par @PivotalFrance https://t.co/1A8X9NH9KO,fr,fr
"La sécurité est une affaire de dev, d'ops ou les 2 ? #DevoxxFR https://t.co/Y70hpLhiWF",unknown,fr
@PivotalFrance @DevoxxFR @Alexandre_Roman https://t.co/8XqDttw8iZ,unknown,ro
@mreinhold nous expose les 8 principales JEPs du JDK 12 #DevoxxFr @Invivoo https://t.co/PcU9ORbd5x,unknown,fr
"RT @takimafr: #DevoxxFR : Un petit quizz spécial nerf🔫🔫 ça vous tente ? 

▶️ Rdv sur le stand @takimafr P5! 

#event #tech #developers #Dev…",fr,fr
Démonstration de ARCore par @jollivetc et @_JeremyVoisin_  ! #DevoxxFR,fr,fr
RT @takimafr: #DevoxxFR #TakiDevoxx #TakiTombola https://t.co/ohCfjyx6l3,unknown,tr
“Aggregation is the enemy of correlation.” #observability #DevoxxFR @BenjaminGakic,en,en
Courbe de popularité de PostgreSQL pendant le talk de @ldoguin #DevoxxFR https://t.co/yCzYvEu6EO,unknown,fr
RT @r_schlick: #DevoxxFR @riadhmnasri gRPC with #kotlin corountines https://t.co/uRiMxGCxyZ,en,en
"@estelandry @DevoxxFR @hsablonniere T'inquiète, ça va bien se passer. 

Dommage de ne pas être là pour voir un bon talk.",fr,fr
"RT @danielpetisme: @DevoxxFR day#2, you want to discuss about the @vertx_project starter, ping me!
https://t.co/ksic3xtHlz",en,en
"Observabilité : mythes, réalité et chaos @BenjaminGakic #DevoxxFR https://t.co/o5xnbtmsce",fr,fr
I’m pretty sure this is saying “good luck relying on traditional monitoring for a serverless system with hundreds o… https://t.co/WO3TSeRQpJ,en,en
@BenjaminGakic parle d'observabilité à @DevoxxFR 👌 https://t.co/orX37r6KiG,unknown,fr
Toujours un plaisir d’aller à #DevoxxFr surtout quand on croise d’anciens collègues comme @gboissinot au stand #AXA… https://t.co/TojbaR5llb,fr,fr
"Les infos Gnu/Linux du jour (en FR) https://t.co/6qgB20dfBz - top stories by @valeriane_IT, @DevoxxFR, @gansheer",en,fr
"#cynefin in the place at #Devoxxfr, in the context of #chaosengineering and observability, by @BenjaminGakic https://t.co/4tYsrsraxB",en,en
Un overflow d’overflow ca serait bien de temps en temps 😭 #devoxxfr,fr,en
RT @holly_cummins: (Just about to be) on my way to #DevoxxFR :) I’ll be speaking about #quantum computation tomorrow #IBMq https://t.co/uN9…,en,en
Attention filters workshop #devoxxfr https://t.co/tbfrfNGOet,en,en
@estelandry @SQLI_FR @DevoxxFR On va perdre de la surcharge ensemble ;) https://t.co/g7X6iM1wWu,en,fr
Toujours sur #junit 4 🧐 ? Venez découvrir comment migrer rapidement vers junit5 en profitant des nouvelles features… https://t.co/ckjWYbCloB,fr,fr
RT @estelandry: @DanaruDev @SQLI_FR @DevoxxFR https://t.co/mPNkK20rMX,unknown,da
Chaque layer est vulnérable ! #DevoxxFR https://t.co/0QYBnKDqFi,fr,fr
"@estelandry @Audrey_Neveu @DevoxxFR @hsablonniere Everything is going to be fine.
On ne se connait pas mais tout va… https://t.co/2vAU8RlMoM",en,en
@jollivetc @_JeremyVoisin_ @DevoxxFR Gros succès ! https://t.co/7imj53iGsi,unknown,ca
Il y a du monde pour tester notre grue à goodies et remporter de super cadeaux 🎁. L’occasion d’échanger aussi avec… https://t.co/9OZ19Kd9HX,fr,fr
"Don't miss @helenFindsLife and @jmacrac talk today at 11:45 @DevoxxFR!
#MureXperience https://t.co/TmWpg1Ijws",en,en
RT @DanaruDev: @SQLI_FR sera là ;) @DevoxxFR #DevoxxFR https://t.co/tZw9F4YKTI,unknown,ca
Sponsor à #Devoxxfr @ApsideGroupe #Rennes https://t.co/TxcFcVa5fp,unknown,fr
@DanaruDev @SQLI_FR @DevoxxFR https://t.co/mPNkK20rMX,en,da
Pour rester dans le ton @NintendoFrance @DevoxxFR @SQLI_FR https://t.co/12uvCw9NTJ,fr,fr
From reactive to to connected tire service with @vertx_project and @apachekafka at @DevoxxFR by @jponge and… https://t.co/Cdw1H3ZaKl,en,en
@SQLI_FR sera là ;) @DevoxxFR #DevoxxFR https://t.co/tZw9F4YKTI,unknown,ca
Top 10 des images #docker avec plus de 30 vulnérabilités #DevoxxFR https://t.co/PRGmmKjLHv,fr,fr
"Pour retrouver l'INNOVATIVE TECH TEAM de Bordeaux à #DevoxxFR 
@SQLI_FR @DevoxxFR 
https://t.co/3hvzI6tHQT",en,fr
@jMargaritaN #DevoxxFR Presentation of gRPC with kotlin coroutines https://t.co/9KXikMlZ8H,en,en
"Ces slides sur le thème de Zelda Wind Waker / Minish Cap, un speaker avec un sweat Legend of Zelda @BenjaminGakic.… https://t.co/InFcqlDJD1",en,en
"RT @soufatn: Venez ""Dessiner en CSS, c'est facile !"" avec @CecileHbh de @SoatGroup demain de 13:00 à 13:15 dans la salle Paris 241 à @Devox…",fr,fr
RT @quduval: La #DevoxxFR sur le point de commencer ! La tension monte :-) @Work_at_Murex https://t.co/sNZljeYmra,en,fr
"Le quizz pour gagner des Toblerone est accessible ici: https://t.co/Z6mkbp2s7b
Go @DevoxxFR folks! https://t.co/1MKcKLAT8P",fr,fr
Exemples de failles dans les layers d’un conteneur #devoxxfr https://t.co/dcofCFXJfN,unknown,fr
"RT @takimafr: #DevoxxFR : Retrouvez aussi la conférence d'une de nos #startups préférées : @GatlingTool 

▶️ De 14h30 à 15h15 :  Les tests…",fr,fr
My talk is coming 😅 @DevoxxFR je suis déjà en salle 242 et je vous attends pour parler de #surchargefeaturale à 11h… https://t.co/oZEmPnGjun,fr,fr
"#labs mieux communiquer en découvrant ses filtres d'attention
@OlivierMy et @patrickmanoukian #devoxxfr https://t.co/nGiK5v6GJa",fr,fr
RT @alvaro_sanchez: The @micronautfw workshop at #DevoxxFR is sold out https://t.co/c3EcFPngq5,en,en
"RT @JulienTopcu: Excellente keynote @ChristianFaure: prolétarianisation du travail par la spécialisation, la perte de saveur du travail à c…",fr,fr
"Première conférence de la journée, @BenjaminGakic nous parle d'observabilité sous le thème de Zelda 🙃 #DevoxxFR https://t.co/cypJsbrYdR",fr,fr
#DevoxxFR day 2 ! On continue le renforcement en java avec Modern Java: Change is the Only Constant par @mreinhold https://t.co/AYRSTVveDD,en,en
@APSIDE44 @jollivetc @ApsideGroupe Prend des vidéos !! @ApsideGroupe #Devoxxfr,fr,fr
"Une partie de la team @Invivoo prête pour cette 2e journée #DevoxxFR avant la conférence de @mreinhold ""Modern Java… https://t.co/g2uDnGNfQO",fr,fr
@DevoxxFR gRPC Kotlin coroutines https://t.co/7tMnlr9MMF,unknown,en
Début du talk de @ldoguin de @clever_cloud au #DevoxxFR ! #PostgreSQL https://t.co/e1X06lF7q1,en,fr
Where are you finding a JUG leader at @DevoxxFR? Bleu amphi with @mreinhold https://t.co/W8Ch5sWAPN,en,en
@mreinhold à propos du nouveau release train de #java à #DevoxxFr :) https://t.co/TCQabObkfB,en,fr
Alors #DevoxxFR ils sont pas sexy nos pneus ? ;) https://t.co/7nRDMcttvR,fr,ca
@YoannBENOIT  You are not part of  'girls' of course but you rock too 😎🤘🤩 @XebiaFr  #DevoxxFR,en,en
"Modern Java: Change is the only constant
@mreinhold
#DevoxxFr https://t.co/urCYs9fa5q",en,en
En route pour l'atelier web component avec stenciljs et litelement avec @julienrenaux et @ilaborie au #DevoxxFR… https://t.co/yhOTQNl6Bu,fr,fr
[#LiveTweet] au #Devoxx : faites comme les passionnés venus tenter de gagner leur t-shirt #RedHat et passez nous vo… https://t.co/UbhkgtIdaS,fr,fr
"@maillard_fr @SQLI_FR @DevoxxFR On la suit en overflow, plus de place dans la salle :'( https://t.co/JiYuxfHQ96",en,fr
RT @maillard_fr: Petite conf d’architecture sur l’observabilité  @SQLI_FR @DevoxxFR https://t.co/z0QYftP6xH,unknown,fr
On continue #DevoxxFR avec @mreinhold,en,fr
"RT @BenoitJonathas: #DevoxxFR, 2ème jour, c'est parti ! https://t.co/fsvBkgQoLq",unknown,fr
Jour 2 à @DevoxxFR  ! Venez retrouver notre équipe R&amp;D au stand S21 ! #DevoxxFR https://t.co/UyOERQupeB,fr,fr
Amazing ambiance and wonderful talks! #Devoxxfr https://t.co/7FfSKpKZfn,en,en
"C’est parti pour la prochaine conf.
#devoxxFR @InformatiqueCDC https://t.co/bZemHfnOgG",fr,fr
"Observabilité: Mythes, Réalité et Chaos par @BenjaminGakic à @DevoxxFR. La team @SQLI_FR est là ! @bogatyr33… https://t.co/KnpMQs8vra",fr,fr
RT @tioumen: #DevoxxFr 10:45 salle 242 @Michelin vert.x au service du pneu connecté. @FabienPomerol @jponge https://t.co/PhABEXJpA3,unknown,fr
@IneatLab commence sa deuxième du #DevoxxFR avec un sujet pour le moins original ! #IoT #Developers #vertx https://t.co/hD10WC03Ae,fr,fr
La sécurité avec #kubernetes et les conteneurs #docker : une histoire sans fin avec @Alexandre_Roman et Christian Dubois #DevoxxFR,fr,fr
Du réactif au service du pneu connecter à #DevoxxFR  avec @FabienPomerol et @jponge  #michelin #RedHat https://t.co/wu0h201dRE,unknown,fr
Why don’t I win a trip to CES? #AXA #DevoxxFR #AXAJobs_fr https://t.co/utFQoJ0Y3G,en,en
Un TP qui promet avec @msansm1  au @DevoxxFR 🙂 https://t.co/tGXCjX0ue1,unknown,fr
#DevoxxFR ça fait plaisir d’avoir la chance de côtoyer des personnes aussi brillantes https://t.co/FPA8QBazjY,fr,fr
RT @bclozel: Salle comble pour « la sécurité avec kubernetes et les conteneurs docker (une histoire sans fin) » avec @Alexandre_Roman #devo…,fr,fr
En direct de la devoxx #AXA #DevoxxFR #AXAJobs_fr https://t.co/Wz7Mnb8rux,en,ca
RT @Work_at_Murex: Join the Murex #dev team on our stand and get a chance to win amazing prizes every day! All you have to do is take a sel…,en,en
"Session ""APIs, microservices et le service mesh"" cet après-midi à 15:30 Salle Neuilly 252AB @DevoxxFR @ApigeeFR",fr,fr
#DevoxxFR en place pour la conférence Observabilite Mythes Réalité et Chaos avec @BenjaminGakic les choses sérieuse… https://t.co/mBs3CyPQ5j,fr,fr
"Next session for me will be with @mreinhold from @Oracle about Java and its future. ♥️

Glad to see people involved… https://t.co/hxrhLwZ9If",en,en
L'histoire sans fin de la sécurité dans l'univers des conteneurs #DevoxxFR https://t.co/0KW9GXU3DG,fr,fr
Petite conf d’architecture sur l’observabilité  @SQLI_FR @DevoxxFR https://t.co/z0QYftP6xH,fr,fr
#DevoxxFR @riadhmnasri gRPC with #kotlin corountines https://t.co/uRiMxGCxyZ,en,en
"D'ailleurs si vous êtes à #DevoxxFR n'hésitez pas à me pinguer, je sais jamais si j'ai bien reconnu quelqu'un ou si j'ai été bien reconnue",fr,fr
RT @danielpetisme: Bibendum en force @DevoxxFR @vertx_project @michelinrecrute #IciCestMontferrand https://t.co/PgpD7tW8VU,en,fr
RT @paulp_si: @FabienPomerol et @jponge pour nous parler @vertx_project et #pneus connectés a #DevoxxFR https://t.co/vbnMGZQLnm,fr,fr
"Prêt pour découvrir la Réalité Augmentée avec ARCore, par @jollivetc &amp; @_JeremyVoisin_ à #DevoxxFR ! https://t.co/J3cANhAj6d",fr,fr
Salle comble pour « la sécurité avec kubernetes et les conteneurs docker (une histoire sans fin) » avec… https://t.co/FWg7RGju7a,fr,fr
"RT @HadrienTexier: Conf de @BenjaminGakic sur observabilité vs monitoring, et chaos engineering for observability 
#devoxxfr https://t.co/c…",en,en
Prêts les gars ? #devoxxfr #Vert.x #Michelin #IoT https://t.co/8By1l4q50Y,en,fr
@GoogleCloud_FR @ApigeeFR @Apigee @DevoxxFR https://t.co/zJSB94nyPI,en,af
C'est parti pour pour une conf sur l'Observabilité à #DevoxxFR avec @BenjaminGakic en mode #Link #WhereIsZelda ! https://t.co/PA2FbkilxK,fr,fr
"RT @LabBdf: Vous êtes passionnés de #dev , retrouvez-nous @banquedefrance et @LabBdf sur notre stand au Salon @DevoxxFR aujourd’hui et jusq…",fr,fr
#DevoxxFR one more conference happy To be there https://t.co/cxprnQ2STw,en,en
RT @Lilian_Benoit: La présentation de mon université @DevoxxFR sur @MicroProfileIO est disponible : https://t.co/RwfJfUnBxk,unknown,fr
P'tit café avant l'embarquement pour Paris @DevoxxFR #glasgow https://t.co/DV9zVr53IR,en,fr
"Conf de @BenjaminGakic sur observabilité vs monitoring, et chaos engineering for observability 
#devoxxfr https://t.co/cGtYjwteD1",en,en
@Work_at_Murex #Devoxxfr #Docker #Kubernetes https://t.co/bxCwwA5g0S,en,de
Ça commence dans 5mn #DevoxxFR https://t.co/DIzgG1J0RF,fr,fr
RT @clemstoquart: C’est nous 😍@ekino_France #Devoxxfr https://t.co/UJYmPdd1sj,en,fr
RT @lgonKlves: @SofteamGroup et @SofteamSoftFr au #DevoxxFR pour la Keynote... y a beaucoup de monde ! https://t.co/GwvzR421UI,en,en
"#DevoxxFR, 2ème jour, c'est parti ! https://t.co/fsvBkgQoLq",fr,fr
"[#DevoxxFR] ⏰ 10h45 l'heure d'explorer l’API #StreamDSL de #KafkaStreams avec @LoicMDivad et sa conférence ""Streami… https://t.co/3m4b2KQ27b",unknown,fr
#AXA #DevoxxFr @AXAJobs_fr https://t.co/JwFNEs3OGz,en,da
Full room for Postgresql is the new NoSQL ! @DevoxxFR @ekino_France https://t.co/TbHr28tZVi,en,en
PostgreSQL is the new NoSQL #devoxxfr https://t.co/8AOCGVb964,en,en
Yikes #DevoxxFR @ekino_France https://t.co/8o3rXe0cTD,en,nl
"Observabilité : mythes, réalité et chaos avec @BenjaminGakic à #DevoxxFR (non... zelda c'est la princesse) https://t.co/dQcQp3yGDa",fr,fr
RT @cmaneu: Anybody can become a developer #Gusteau #DevoxxFR https://t.co/WPaarJrhUo,en,ro
RT @PivotalFrance: Live @DevoxxFR : C'est (presque) l'heure de vous rendre en Salle Neuilly 252 AB pour assister dès 10H30 à la conférence…,fr,fr
"Merci @ChristianFaure
Nous donner les bons mots, les bons outils de l'esprit 
-&gt; Le Bonheur au travail : au delà du… https://t.co/FIXGcfxZ1M",fr,fr
"[#JobDating #Talents] #DevoxxFR : Tu es dev C# ..net java j2ee #finance de marchés, viens vite nous voir sur le sta… https://t.co/bdlWU2J0fN",en,fr
[#DEVOXX] Envie de tenter une expérience en réalité augmentée ? Rendez-vous dès 10h45 sur le stand P01 pour une dém… https://t.co/Efz5FfUzT9,fr,fr
Venez sur le stand G12 @DevoxxFR on vous attend! https://t.co/XbBLq3YG0z,en,nl
Bonne représentation des keynotes #DevoxxFR de ce matin ! https://t.co/Queixjd7Dx,fr,fr
Salle pleine pour @ldoguin pour PostgreSQL #DevoxxFR https://t.co/8G0ON6hy15,unknown,fr
"Keynote bienveillance, bonheur au travail au #DevoxxFr https://t.co/FkZepPqtzZ",fr,fr
"@JCDecauxDev talk ""Kafka dans tous ses états""
#DevoxxFR https://t.co/G3tkeq95Ow",fr,fr
"who, indeed? Go team! RT @jumege : 🍿 Popcorn booth challenge 🍿who's the best? #DevoxxFR @bonitasoft  @LauraBalp  https://t.co/gk2cBBqRKW",en,en
"#DevoxxFR c'est full de chez full 15min avant le début pour la prestation de @ldoguin ""PostegreSQL is the new NoSQL"" #pression @clever_cloud",en,fr
"🎙 VS Code: mode collaboratif activé! avec @olivierleplus et @TiffanySouterre
🕡 18:30 - 19:00
📍 Paris 242 AB
❤… https://t.co/9nXve18PHm",en,fr
#AXA #DevoxxFR et @AXAJobs_fr https://t.co/Z51AuIAh8D,en,da
"Le bonheur au travail, c'est lutter contre la prolétarisation.

Participer à #DevoxxFR et promovoir le… https://t.co/cwvOlcinZW",fr,fr
"🎙 TypeScript: Why? When? How? avec @spontoreau et @felix_billon
🕟 16:45 - 17:30
📍 Paris 242 AB
❤… https://t.co/u1mxay7lK1",en,en
"RT @XebiaFr: [#DevoxxFR] Que se passe-t-il sur le stand @PubSapientFR ? Venez voir de plus près stand P01 
#Devoxx #PubSapientXebia https:/…",fr,fr
Superbe ambiance chez @SonarSource @DevoxxFR. Vous ne louperez pas le stand. C'est le seul avec une cloche suisse 🔔… https://t.co/ogOTBJcFly,fr,fr
Monkey coding for #Devoxxfr https://t.co/20NRxYtd5M,en,en
Day two at #Devoxxfr https://t.co/t6v25KbhfA,en,en
"🎙 Master Tooling for Containers with DevOps, avec @jldeen 
🕞 15:30 - 16:15
📍 Paris 241
❤ https://t.co/dmsV6HsiUs… https://t.co/cbupADevJw",en,en
“Le bonheur au travail : trouver du travail dans lequel on peut s’investir”.  Et merci à @DevoxxFR pour cette… https://t.co/OQqtGJVhqc,fr,fr
"👋 Demain je serai avec @JeremMartinez pour parler de notre expérience sur #gradle : ce qu'on a aimé, nos difficulté… https://t.co/lUYKVfAm0F",fr,fr
@FabienPomerol et @jponge pour nous parler @vertx_project et #pneus connectés a #DevoxxFR https://t.co/vbnMGZQLnm,fr,fr
#DevoxxFR @Work_at_Murex @Tarek55167369 https://t.co/3LalNjth6H,en,en
"RT @noel_mace: Après l'ouverture du #DevoxxFR, les conférences à ne pas manquer, avec @ldoguin, @julienrenaux, @ilaborie &amp; @hsablonniere! h…",fr,fr
